candidate_id,beam_id,annotation_id,raw_text,outcome,priority,reasons,quantity_status
VC::B29::ANN-9baacae0,B29,ANN-9baacae0,4L-Y10@100/150/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B29::ANN-d5609c23,B29,ANN-d5609c23,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B29::ANN-d5bc8991,B29,ANN-d5bc8991,4-Y25+2-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,COMPOSITE
VC::B42::ANN-12f50883,B42,ANN-12f50883,4L-Y8@100/150/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B42::ANN-90856c4f,B42,ANN-90856c4f,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B42A::ANN-6ec5785a,B42A,ANN-6ec5785a,4-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B42A::ANN-7e4138a4,B42A,ANN-7e4138a4,4L-Y8@1100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B42A::ANN-81e5886f,B42A,ANN-81e5886f,4-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B45::ANN-860f17d8,B45,ANN-860f17d8,3-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B45::ANN-ad8efd95,B45,ANN-ad8efd95,3-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B45::ANN-e179cf90,B45,ANN-e179cf90,3L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B46::ANN-0be8ed3a,B46,ANN-0be8ed3a,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B46::ANN-a09ab748,B46,ANN-a09ab748,4L-Y10@\X100/150/100C/C,VISION_CANDIDATE,P0,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY,UNRESOLVED
VC::B46::ANN-feb6c17a,B46,ANN-feb6c17a,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B47::ANN-3dffb98f,B47,ANN-3dffb98f,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B47::ANN-f268d884,B47,ANN-f268d884,4L-Y10@\X100/150/100C/C,VISION_CANDIDATE,P0,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY,UNRESOLVED
VC::B48::ANN-0fd355e6,B48,ANN-0fd355e6,3-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B48::ANN-1baa1882,B48,ANN-1baa1882,3L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B48::ANN-ef6d705b,B48,ANN-ef6d705b,3-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B51::ANN-34a39aec,B51,ANN-34a39aec,2-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B51::ANN-8700d0bc,B51,ANN-8700d0bc,2L-Y12@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B51::ANN-bde79e66,B51,ANN-bde79e66,2-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B52::ANN-1097a989,B52,ANN-1097a989,2L-Y12@\X100C/C,DEFERRED,P3,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY|INSUFFICIENT_VISUAL_EVIDENCE,UNRESOLVED
VC::B52::ANN-d5ccf308,B52,ANN-d5ccf308,2-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B55::ANN-8a1fa182,B55,ANN-8a1fa182,2-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B55::ANN-ca36a400,B55,ANN-ca36a400,5-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B56::ANN-16e202e7,B56,ANN-16e202e7,5-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B56::ANN-591f399d,B56,ANN-591f399d,3L-Y8@100/125/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B57::ANN-1805932d,B57,ANN-1805932d,3L-Y10@100/125/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B57::ANN-970f1e8b,B57,ANN-970f1e8b,5-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B58::ANN-1e82f1a6,B58,ANN-1e82f1a6,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B58::ANN-a0c82bbe,B58,ANN-a0c82bbe,3L-Y12@\X100C/C,VISION_CANDIDATE,P0,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY,UNRESOLVED
VC::B58::ANN-c7a04160,B58,ANN-c7a04160,Ld,DEFERRED,P3,DEFER_ENGINEERING_RULE|NON_QUANTITY_NOTE,UNRESOLVED
VC::B59::ANN-1b902b6f,B59,ANN-1b902b6f,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B59::ANN-22db906f,B59,ANN-22db906f,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B59::ANN-5c42e85c,B59,ANN-5c42e85c,3L-Y10@\X100C/C,DEFERRED,P3,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY|INSUFFICIENT_VISUAL_EVIDENCE,UNRESOLVED
VC::B59::ANN-7edbd575,B59,ANN-7edbd575,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B60::ANN-7087d925,B60,ANN-7087d925,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B60::ANN-e26a27bf,B60,ANN-e26a27bf,3L-Y8@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B60::ANN-ea1c1a20,B60,ANN-ea1c1a20,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B60::ANN-f1183889,B60,ANN-f1183889,3-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B60::ANN-ffd7751d,B60,ANN-ffd7751d,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B61::ANN-3fccd798,B61,ANN-3fccd798,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B61::ANN-4eee59cd,B61,ANN-4eee59cd,3L-Y8@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B63::ANN-58aa9073,B63,ANN-58aa9073,3-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B64::ANN-3d1eff37,B64,ANN-3d1eff37,5-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B64::ANN-81d60aa8,B64,ANN-81d60aa8,4L-Y8@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B65::ANN-026fe9de,B65,ANN-026fe9de,4L-Y8@100/175/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B65::ANN-4030c60e,B65,ANN-4030c60e,5-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B66::ANN-6cfb6ebe,B66,ANN-6cfb6ebe,5-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B66::ANN-830f2ae1,B66,ANN-830f2ae1,4L-Y8@100/125/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B68::ANN-4fdae5ed,B68,ANN-4fdae5ed,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B68::ANN-530cb330,B68,ANN-530cb330,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B68::ANN-a149c849,B68,ANN-a149c849,4L-Y8@100/150/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B68::ANN-d6331e4e,B68,ANN-d6331e4e,4-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B68A::ANN-38ec2f0f,B68A,ANN-38ec2f0f,4L-Y10@100/150/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B68A::ANN-4bf9c9ce,B68A,ANN-4bf9c9ce,4-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B68A::ANN-b52ce7fb,B68A,ANN-b52ce7fb,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B69::ANN-4ebfc424,B69,ANN-4ebfc424,2-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B69::ANN-63aaed34,B69,ANN-63aaed34,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B69::ANN-f232eb4f,B69,ANN-f232eb4f,4L-Y8@100/175/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B70::ANN-2f9f6718,B70,ANN-2f9f6718,4L-Y8@100/150/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B70A::ANN-0faa43d0,B70A,ANN-0faa43d0,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B70A::ANN-4dca497a,B70A,ANN-4dca497a,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B71::ANN-65a3f3f0,B71,ANN-65a3f3f0,4L-Y12@\X100C/C,VISION_CANDIDATE,P0,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY,UNRESOLVED
VC::B71::ANN-d4dcd6ee,B71,ANN-d4dcd6ee,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B71::ANN-e8fa1fe7,B71,ANN-e8fa1fe7,3L-Y10@\X100C/C,VISION_CANDIDATE,P0,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY,UNRESOLVED
VC::B71::ANN-ea851c67,B71,ANN-ea851c67,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B72::ANN-10bcb66c,B72,ANN-10bcb66c,2-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B72::ANN-198f3fef,B72,ANN-198f3fef,2-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B72::ANN-91617cb9,B72,ANN-91617cb9,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B73::ANN-19004f11,B73,ANN-19004f11,4L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B73::ANN-9011f2b6,B73,ANN-9011f2b6,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B74::ANN-0b0dd105,B74,ANN-0b0dd105,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B74::ANN-5075c1c3,B74,ANN-5075c1c3,2-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B74::ANN-5a3a4c53,B74,ANN-5a3a4c53,4L-Y10@\X100/125/100C/C,VISION_CANDIDATE,P0,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY,UNRESOLVED
VC::B74::ANN-5c2009fa,B74,ANN-5c2009fa,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B75::ANN-b95d7ab4,B75,ANN-b95d7ab4,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B75::ANN-c5e29764,B75,ANN-c5e29764,4L-Y8@100/175/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B76::ANN-1fb1c50e,B76,ANN-1fb1c50e,2-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B76::ANN-8c653af8,B76,ANN-8c653af8,4L-Y10@\X100/125/100C/C,DEFERRED,P3,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY|INSUFFICIENT_VISUAL_EVIDENCE,UNRESOLVED
VC::B76::ANN-e985daef,B76,ANN-e985daef,4-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B77::ANN-15f8f3b0,B77,ANN-15f8f3b0,4L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B77::ANN-2576ebcb,B77,ANN-2576ebcb,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B78::ANN-162748fa,B78,ANN-162748fa,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B78::ANN-5086d132,B78,ANN-5086d132,4L-Y10@100/125/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B78::ANN-bf8c8df1,B78,ANN-bf8c8df1,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B79::ANN-3669edb6,B79,ANN-3669edb6,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B79::ANN-63caeb7d,B79,ANN-63caeb7d,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B79::ANN-a5b971c5,B79,ANN-a5b971c5,4L-Y10@100/125/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B79::ANN-fb7663c7,B79,ANN-fb7663c7,4L-Y12@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B80::ANN-54d43767,B80,ANN-54d43767,3-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B80::ANN-88fbe813,B80,ANN-88fbe813,2L-Y8@\X100C/C,DEFERRED,P3,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY|INSUFFICIENT_VISUAL_EVIDENCE,UNRESOLVED
VC::B81::ANN-bab0ba0e,B81,ANN-bab0ba0e,2L-Y8@\X100C/C,DEFERRED,P3,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY|INSUFFICIENT_VISUAL_EVIDENCE,UNRESOLVED
VC::B81::ANN-ffa274cb,B81,ANN-ffa274cb,3-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B82::ANN-2aafc59f,B82,ANN-2aafc59f,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B82::ANN-4679b76c,B82,ANN-4679b76c,4L-Y12@\X100C/C,VISION_CANDIDATE,P0,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY,UNRESOLVED
VC::B83::ANN-020a1f2c,B83,ANN-020a1f2c,4L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B83::ANN-a141c7a9,B83,ANN-a141c7a9,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B85::ANN-324ae3bb,B85,ANN-324ae3bb,4L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B85::ANN-e156ae9f,B85,ANN-e156ae9f,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B86::ANN-32be3eb4,B86,ANN-32be3eb4,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B86::ANN-765d8183,B86,ANN-765d8183,4L-Y12@\X100C/C,DEFERRED,P3,OCR_CORRUPTION|STIRRUP_PATTERN_UNPARSED|UNRESOLVED_QUANTITY|INSUFFICIENT_VISUAL_EVIDENCE,UNRESOLVED
VC::B86::ANN-b8d0da96,B86,ANN-b8d0da96,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B88::ANN-8f4c5fd4,B88,ANN-8f4c5fd4,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B88::ANN-d0e07ba8,B88,ANN-d0e07ba8,2L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B88::ANN-e17b9305,B88,ANN-e17b9305,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B89::ANN-09305d02,B89,ANN-09305d02,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B89::ANN-5a9491de,B89,ANN-5a9491de,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B89::ANN-ac26322b,B89,ANN-ac26322b,2L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B91::ANN-6cd6c4ac,B91,ANN-6cd6c4ac,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B91::ANN-c7bea6e0,B91,ANN-c7bea6e0,3L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B91::ANN-e3545401,B91,ANN-e3545401,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B92::ANN-60535de4,B92,ANN-60535de4,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B92::ANN-a092beab,B92,ANN-a092beab,2L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B92::ANN-ff7b7e50,B92,ANN-ff7b7e50,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B93::ANN-185c548b,B93,ANN-185c548b,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B93::ANN-63922707,B93,ANN-63922707,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B93::ANN-6420ec3e,B93,ANN-6420ec3e,3L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B94::ANN-7437ef48,B94,ANN-7437ef48,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B94::ANN-ecffa6fb,B94,ANN-ecffa6fb,3L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B94::ANN-f7292ac1,B94,ANN-f7292ac1,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B96::ANN-448f2246,B96,ANN-448f2246,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B96::ANN-c0ee6243,B96,ANN-c0ee6243,2-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B96::ANN-ccf65792,B96,ANN-ccf65792,4L-Y8@100C/125100/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B96A::ANN-2a029aa5,B96A,ANN-2a029aa5,SIDE.FACE.REINFORCEMENT. DETAILS FOR BEAM,DEFERRED,P3,SEMANTIC_CONTEXT_REQUIRED|NON_QUANTITY_NOTE|INSUFFICIENT_VISUAL_EVIDENCE,UNRESOLVED
VC::B96A::ANN-9114a4de,B96A,ANN-9114a4de,S.F.R.ON EACH FACE,DEFERRED,P3,SEMANTIC_CONTEXT_REQUIRED|NON_QUANTITY_NOTE|INSUFFICIENT_VISUAL_EVIDENCE,UNRESOLVED
VC::B96A::ANN-92cee6f4,B96A,ANN-92cee6f4,Ld+10bd+10db,DEFERRED,P3,DEFER_ENGINEERING_RULE|NON_QUANTITY_NOTE,UNRESOLVED
VC::B96A::ANN-f735db93,B96A,ANN-f735db93,Ld+10bd+10db,DEFERRED,P3,DEFER_ENGINEERING_RULE|NON_QUANTITY_NOTE,UNRESOLVED
VC::B97::ANN-36d43665,B97,ANN-36d43665,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B97::ANN-877dbda1,B97,ANN-877dbda1,3-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B97::ANN-e814c185,B97,ANN-e814c185,3-Y16,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B97A::ANN-6f8c4df1,B97A,ANN-6f8c4df1,4L-Y8@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B97A::ANN-d7128f62,B97A,ANN-d7128f62,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B97A::ANN-d86396b9,B97A,ANN-d86396b9,4L-Y8@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B98::ANN-4ae84222,B98,ANN-4ae84222,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B98::ANN-d45b39ac,B98,ANN-d45b39ac,4L-Y8@100/150/100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B98A::ANN-2a9913fa,B98A,ANN-2a9913fa,4-Y25,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B98A::ANN-de653a14,B98A,ANN-de653a14,4L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B99::ANN-03ccfc60,B99,ANN-03ccfc60,3L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
VC::B99::ANN-1e734cff,B99,ANN-1e734cff,3-Y20,EXCLUDED,P3,VISION_NOT_REQUIRED,EXPLICIT
VC::B99A::ANN-739ba2c3,B99A,ANN-739ba2c3,4L-Y10@100C/C,EXCLUDED,P3,VISION_NOT_REQUIRED,SPACING_BASED
