intent_id,beam_id,annotation_id,raw_text,normalized_text,semantic_type,reinforcement_role,quantity_expression,quantity_value,quantity_status,quantity_source,diameter_expression,diameter_value_mm,spacing_expression,spacing_value_mm,spacing_values_mm,leg_expression,leg_count,unit,component_count,components_json,confidence,validation_status,validation_reasons,accepted,leader_id,ownership_id,source_handle,evidence_id,chain_semantic_type
QI::B154::ANN-01ac3fb3,B154,ANN-01ac3fb3,3L-Y10@100C/C,3L-Y10@100C/C,STIRRUP,STIRRUP,3L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::247393B2,,,,StirrupNote
QI::B154::ANN-3f5261e9,B154,ANN-3f5261e9,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::247393B2,,,,BarCallout
QI::B154::ANN-cc8bc394,B154,ANN-cc8bc394,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::B0522641,,,,BarCallout
QI::B156::ANN-1a870e4c,B156,ANN-1a870e4c,3L-Y10@100/150/100C/C,3L-Y10@100/150/100C/C,STIRRUP,STIRRUP,3L-Y10@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/150/100,,100|150|100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::80810B8E,,,,StirrupNote
QI::B156::ANN-7f19396f,B156,ANN-7f19396f,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::80810B8E,,,,BarCallout
QI::B156::ANN-9e64e01e,B156,ANN-9e64e01e,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::EABAF387,,,,BarCallout
QI::B159::ANN-b2d0804e,B159,ANN-b2d0804e,3L-Y12@100C/C,3L-Y12@100C/C,STIRRUP,STIRRUP,3L-Y12@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y12,12.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::61CE4DCF,,,,StirrupNote
QI::B159::ANN-e0a652c7,B159,ANN-e0a652c7,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::61CE4DCF,,,,BarCallout
QI::B16::ANN-1cf3db34,B16,ANN-1cf3db34,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::29CF4AA9,,,,BarCallout
QI::B16::ANN-35356230,B16,ANN-35356230,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::4039A8C7,,,,BarCallout
QI::B16::ANN-62d4cbc2,B16,ANN-62d4cbc2,2-Y16+2-Y20,2-Y16+2-Y20,LONGITUDINAL_BAR,UNKNOWN,2-Y16+2-Y20,,COMPOSITE,ANNOTATION_TEXT,,,,,,,,COUNT,2,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}, {'q': 2, 'd': 20.0, 'expr': '2-Y20'}]",0.9,PASS,,True,LDR::7A1FFD68,,,,BarCallout
QI::B16::ANN-68ad8e27,B16,ANN-68ad8e27,4L-Y10@100C/C,4L-Y10@100C/C,STIRRUP,STIRRUP,4L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B16::ANN-6a79ec36,B16,ANN-6a79ec36,2-Y12,2-Y12,LONGITUDINAL_BAR,UNKNOWN,2-Y12,2,EXPLICIT,ANNOTATION_TEXT,Y12,12.0,,,,,,COUNT,1,"[{'q': 2, 'd': 12.0, 'expr': '2-Y12'}]",0.9,PASS,,True,LDR::B76F460B,,,,BarCallout
QI::B16::ANN-dae3dcf8,B16,ANN-dae3dcf8,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::50D0A609,,,,BarCallout
QI::B161::ANN-6d2a9dab,B161,ANN-6d2a9dab,3-Y16,3-Y16,LONGITUDINAL_BAR,UNKNOWN,3-Y16,3,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 3, 'd': 16.0, 'expr': '3-Y16'}]",0.9,PASS,,True,LDR::A483A2A0,,,,BarCallout
QI::B161::ANN-9734f438,B161,ANN-9734f438,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::C7959940,,,,BarCallout
QI::B161::ANN-99af2455,B161,ANN-99af2455,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::DCE07305,,,,BarCallout
QI::B164::ANN-c013a79b,B164,ANN-c013a79b,4L-Y10@100/175/100C/C,4L-Y10@100/175/100C/C,STIRRUP,STIRRUP,4L-Y10@100/175/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/175/100,,100|175|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B164::ANN-f41aac6c,B164,ANN-f41aac6c,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::84E9890F,,,,BarCallout
QI::B165::ANN-1ac5e749,B165,ANN-1ac5e749,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::49D4ABF3,,,,BarCallout
QI::B165::ANN-230682d8,B165,ANN-230682d8,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::700103AD,,,,BarCallout
QI::B165::ANN-76629aa6,B165,ANN-76629aa6,4L-Y12@100C/C,4L-Y12@100C/C,STIRRUP,STIRRUP,4L-Y12@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y12,12.0,100,100.0,100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::49D4ABF3,,,,StirrupNote
QI::B165::ANN-c60b74db,B165,ANN-c60b74db,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::6DAEB33F,,,,BarCallout
QI::B165::ANN-ebf927fb,B165,ANN-ebf927fb,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::7F95308D,,,,BarCallout
QI::B166::ANN-13585bdb,B166,ANN-13585bdb,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::6DFF8D6E,,,,BarCallout
QI::B166::ANN-721840b0,B166,ANN-721840b0,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::736757D6,,,,BarCallout
QI::B166::ANN-9ebeca00,B166,ANN-9ebeca00,5-Y16,5-Y16,LONGITUDINAL_BAR,UNKNOWN,5-Y16,5,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 5, 'd': 16.0, 'expr': '5-Y16'}]",0.9,PASS,,True,LDR::0573C7F7,,,,BarCallout
QI::B166::ANN-bd8e0a12,B166,ANN-bd8e0a12,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::B0A7C065,,,,BarCallout
QI::B166::ANN-c9505462,B166,ANN-c9505462,5-Y16,5-Y16,LONGITUDINAL_BAR,UNKNOWN,5-Y16,5,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 5, 'd': 16.0, 'expr': '5-Y16'}]",0.9,PASS,,True,,,,,BarCallout
QI::B166::ANN-e5c68504,B166,ANN-e5c68504,3L-Y10@100C/C,3L-Y10@100C/C,STIRRUP,STIRRUP,3L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B168::ANN-04ee806e,B168,ANN-04ee806e,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::4D021CCF,,,,BarCallout
QI::B168::ANN-0d70a6c1,B168,ANN-0d70a6c1,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::5C063C2A,,,,BarCallout
QI::B168::ANN-6786f17c,B168,ANN-6786f17c,3L-Y10@\X100/150/100C/C,3L-Y10@\X100/150/100C/C,STIRRUP,STIRRUP,3L-Y10@\X100/150/100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::5C063C2A,,,,StirrupNote
QI::B169::ANN-e20fb9e9,B169,ANN-e20fb9e9,3L-Y10@100C/C,3L-Y10@100C/C,STIRRUP,STIRRUP,3L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::5D37EAD9,,,,StirrupNote
QI::B169::ANN-ecbb3360,B169,ANN-ecbb3360,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::10A3D1F5,,,,BarCallout
QI::B169::ANN-f452a286,B169,ANN-f452a286,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::5D37EAD9,,,,BarCallout
QI::B17::ANN-05a41462,B17,ANN-05a41462,2L-Y12@\X100C/C,2L-Y12@\X100C/C,STIRRUP,STIRRUP,2L-Y12@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,,,,,StirrupNote
QI::B17::ANN-a215e97d,B17,ANN-a215e97d,2-Y20,2-Y20,LONGITUDINAL_BAR,UNKNOWN,2-Y20,2,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 2, 'd': 20.0, 'expr': '2-Y20'}]",0.9,PASS,,True,LDR::202EDD3F,OWN::B17::11C8F39,,,BarCallout
QI::B17::ANN-b8e0a143,B17,ANN-b8e0a143,2-Y16,2-Y16,LONGITUDINAL_BAR,UNKNOWN,2-Y16,2,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 2, 'd': 16.0, 'expr': '2-Y16'}]",0.9,PASS,,True,LDR::C1F5BE82,OWN::B17::12137D6,,,BarCallout
QI::B17::ANN-fcfcb89f,B17,ANN-fcfcb89f,2-Y20,2-Y20,LONGITUDINAL_BAR,UNKNOWN,2-Y20,2,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 2, 'd': 20.0, 'expr': '2-Y20'}]",0.9,PASS,,True,LDR::6740BC77,OWN::B17::11C8F37,,,BarCallout
QI::B170::ANN-05e27048,B170,ANN-05e27048,3-Y16,3-Y16,LONGITUDINAL_BAR,UNKNOWN,3-Y16,3,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 3, 'd': 16.0, 'expr': '3-Y16'}]",0.9,PASS,,True,LDR::94AE3A4D,,,,BarCallout
QI::B170::ANN-895b6107,B170,ANN-895b6107,3L-Y10@100C/C,3L-Y10@100C/C,STIRRUP,STIRRUP,3L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::0C5459A5,,,,StirrupNote
QI::B170::ANN-d4a7bc97,B170,ANN-d4a7bc97,3-Y16,3-Y16,LONGITUDINAL_BAR,UNKNOWN,3-Y16,3,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 3, 'd': 16.0, 'expr': '3-Y16'}]",0.9,PASS,,True,LDR::0C5459A5,,,,BarCallout
QI::B173::ANN-3843b86d,B173,ANN-3843b86d,2L-Y8@100C/C,2L-Y8@100C/C,STIRRUP,STIRRUP,2L-Y8@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100,100.0,100,2L,2,SPACING_MM,0,[],0.99,PASS,,True,LDR::3A62909D,OWN::B173::11D680F,,,StirrupNote
QI::B173::ANN-571456b8,B173,ANN-571456b8,3-Y16,3-Y16,LONGITUDINAL_BAR,UNKNOWN,3-Y16,3,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 3, 'd': 16.0, 'expr': '3-Y16'}]",0.9,PASS,,True,LDR::3A62909D,OWN::B173::11D680F,,,BarCallout
QI::B174::ANN-17bcde29,B174,ANN-17bcde29,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::15B66692,OWN::B174::11D6865,,,BarCallout
QI::B174::ANN-6e7baedb,B174,ANN-6e7baedb,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::F792431C,OWN::B174::11D6863,,,BarCallout
QI::B174::ANN-c9cba092,B174,ANN-c9cba092,2L-Y8@100C/C,2L-Y8@100C/C,STIRRUP,STIRRUP,2L-Y8@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100,100.0,100,2L,2,SPACING_MM,0,[],0.99,PASS,,True,LDR::15B66692,OWN::B174::11D6865,,,StirrupNote
QI::B175::ANN-25171e3b,B175,ANN-25171e3b,4L-Y12@\X100C/C,4L-Y12@\X100C/C,STIRRUP,STIRRUP,4L-Y12@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::3C751AC0,,,,StirrupNote
QI::B176::ANN-3a8e693e,B176,ANN-3a8e693e,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::31F70791,,,,BarCallout
QI::B176::ANN-4cedba97,B176,ANN-4cedba97,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::43588828,,,,BarCallout
QI::B176::ANN-a0bf78d4,B176,ANN-a0bf78d4,3L-Y10@100/125/100C/C,3L-Y10@100/125/100C/C,STIRRUP,STIRRUP,3L-Y10@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/125/100,,100|125|100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B178::ANN-00c3c91d,B178,ANN-00c3c91d,5-Y25,5-Y25,LONGITUDINAL_BAR,UNKNOWN,5-Y25,5,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 5, 'd': 25.0, 'expr': '5-Y25'}]",0.9,PASS,,True,LDR::5EA6E3BE,,,,BarCallout
QI::B178::ANN-1fc57bf5,B178,ANN-1fc57bf5,5-Y25,5-Y25,LONGITUDINAL_BAR,UNKNOWN,5-Y25,5,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 5, 'd': 25.0, 'expr': '5-Y25'}]",0.9,PASS,,True,LDR::2EF85469,,,,BarCallout
QI::B178::ANN-41e4a18e,B178,ANN-41e4a18e,2L-Y8@\X100C/C,2L-Y8@\X100C/C,STIRRUP,STIRRUP,2L-Y8@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::5EA6E3BE,,,,StirrupNote
QI::B18::ANN-3210a992,B18,ANN-3210a992,4-Y16,4-Y16,LONGITUDINAL_BAR,UNKNOWN,4-Y16,4,EXPLICIT,ANNOTATION_TEXT,Y16,16.0,,,,,,COUNT,1,"[{'q': 4, 'd': 16.0, 'expr': '4-Y16'}]",0.9,PASS,,True,LDR::D9243008,,,,BarCallout
QI::B18::ANN-5731b151,B18,ANN-5731b151,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::E476EF66,,,,BarCallout
QI::B18::ANN-a7a8941a,B18,ANN-a7a8941a,4L-Y10@100/150/100C/C,4L-Y10@100/150/100C/C,STIRRUP,STIRRUP,4L-Y10@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/150/100,,100|150|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B180::ANN-67c78cc2,B180,ANN-67c78cc2,3L-Y10@100C/C,3L-Y10@100C/C,STIRRUP,STIRRUP,3L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B180::ANN-7a5a33c9,B180,ANN-7a5a33c9,3-Y25,3-Y25,LONGITUDINAL_BAR,UNKNOWN,3-Y25,3,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 3, 'd': 25.0, 'expr': '3-Y25'}]",0.9,PASS,,True,LDR::CA0A4D32,,,,BarCallout
QI::B180::ANN-f1bfb9f7,B180,ANN-f1bfb9f7,3-Y20,3-Y20,LONGITUDINAL_BAR,UNKNOWN,3-Y20,3,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 3, 'd': 20.0, 'expr': '3-Y20'}]",0.9,PASS,,True,LDR::156F5CBE,,,,BarCallout
QI::B182::ANN-57bf8414,B182,ANN-57bf8414,4L-Y10@100C/C,4L-Y10@100C/C,STIRRUP,STIRRUP,4L-Y10@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100,100.0,100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,LDR::95311400,,,,StirrupNote
QI::B182::ANN-83701bb5,B182,ANN-83701bb5,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::17AACEEC,,,,BarCallout
QI::B182::ANN-96b81fb9,B182,ANN-96b81fb9,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::95311400,,,,BarCallout
QI::B185::ANN-6b98f674,B185,ANN-6b98f674,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::24AADC76,,,,BarCallout
QI::B185::ANN-d75f1bd7,B185,ANN-d75f1bd7,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::E14FC372,,,,BarCallout
QI::B185::ANN-e9fda83f,B185,ANN-e9fda83f,3L-Y8@100C/C,3L-Y8@100C/C,STIRRUP,STIRRUP,3L-Y8@100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y8,8.0,100,100.0,100,3L,3,SPACING_MM,0,[],0.99,PASS,,True,LDR::E14FC372,,,,StirrupNote
QI::B186::ANN-3c412c8c,B186,ANN-3c412c8c,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::B0FFB4D0,,,,BarCallout
QI::B186::ANN-8caa58d6,B186,ANN-8caa58d6,4-Y25,4-Y25,LONGITUDINAL_BAR,UNKNOWN,4-Y25,4,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 4, 'd': 25.0, 'expr': '4-Y25'}]",0.9,PASS,,True,LDR::9829C5E5,,,,BarCallout
QI::B186::ANN-b70254d7,B186,ANN-b70254d7,4L-Y12@\X100C/C,4L-Y12@\X100C/C,STIRRUP,STIRRUP,4L-Y12@\X100C/C,,UNRESOLVED,STIRRUP_PATTERN,,,,,,,,COUNT,0,[],0.65,PASS,,True,LDR::B0FFB4D0,,,,StirrupNote
QI::B19::ANN-3f77f5f5,B19,ANN-3f77f5f5,4L-Y10@100/150/100C/C,4L-Y10@100/150/100C/C,STIRRUP,STIRRUP,4L-Y10@100/150/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/150/100,,100|150|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B19::ANN-67b39208,B19,ANN-67b39208,7-Y20,7-Y20,LONGITUDINAL_BAR,UNKNOWN,7-Y20,7,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 7, 'd': 20.0, 'expr': '7-Y20'}]",0.9,PASS,,True,LDR::83E16CC5,,,,BarCallout
QI::B19::ANN-9aa81bce,B19,ANN-9aa81bce,6-Y25,6-Y25,LONGITUDINAL_BAR,UNKNOWN,6-Y25,6,EXPLICIT,ANNOTATION_TEXT,Y25,25.0,,,,,,COUNT,1,"[{'q': 6, 'd': 25.0, 'expr': '6-Y25'}]",0.9,PASS,,True,LDR::3A598308,,,,BarCallout
QI::B191::ANN-5300cb06,B191,ANN-5300cb06,4L-Y10@100/175/100C/C,4L-Y10@100/175/100C/C,STIRRUP,STIRRUP,4L-Y10@100/175/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/175/100,,100|175|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B191::ANN-5e259653,B191,ANN-5e259653,5-Y20,5-Y20,LONGITUDINAL_BAR,UNKNOWN,5-Y20,5,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 5, 'd': 20.0, 'expr': '5-Y20'}]",0.9,PASS,,True,LDR::D5725A1D,,,,BarCallout
QI::B22::ANN-97a27470,B22,ANN-97a27470,4L-Y10@100/125/100C/C,4L-Y10@100/125/100C/C,STIRRUP,STIRRUP,4L-Y10@100/125/100C/C,,SPACING_BASED,STIRRUP_PATTERN,Y10,10.0,100/125/100,,100|125|100,4L,4,SPACING_MM,0,[],0.99,PASS,,True,,,,,StirrupNote
QI::B22::ANN-9811c5f6,B22,ANN-9811c5f6,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::23D45FBD,,,,BarCallout
QI::B22::ANN-b4498c93,B22,ANN-b4498c93,4-Y20,4-Y20,LONGITUDINAL_BAR,UNKNOWN,4-Y20,4,EXPLICIT,ANNOTATION_TEXT,Y20,20.0,,,,,,COUNT,1,"[{'q': 4, 'd': 20.0, 'expr': '4-Y20'}]",0.9,PASS,,True,LDR::D44C7EEE,,,,BarCallout
